param_name,file,window,mean_abs_roll_err_deg,mean_abs_pitch_err_deg,mean_abs_rp_err_deg,yaw_tail_slope_abs_dps,conv_time_s,acc_weight_mean
"kp=1.200,ki=0.010",04150000.csv,first_static,0.03509688168473029,0.0276818470987794,0.03138936439175485,0.0002909609083028148,21.192,0.9945709142802315
"kp=1.200,ki=0.010",04150000.csv,last_static,0.04655997641165292,0.03479254508853591,0.040676260750094416,0.0001907139568277287,,0.9950697292409005
"kp=1.200,ki=0.010",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.200,ki=0.010",04150008.csv,first_static,0.10566121924106169,0.10504336549571572,0.1053522923683887,0.004103109827816249,23.271,0.9929051779401374
"kp=1.200,ki=0.010",04150008.csv,last_static,0.038068273510596946,0.01745099483987573,0.027759634175236338,0.0027385441586614528,0.9639999999999986,0.994341379095503
"kp=1.200,ki=0.010",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.200,ki=0.015",04150000.csv,first_static,0.029440099737841764,0.02559444032346811,0.027517270030654937,0.00015552336760643368,13.574,0.9945709142802315
"kp=1.200,ki=0.015",04150000.csv,last_static,0.0464099898223593,0.03474332489266635,0.04057665735751283,7.623866326920103e-05,,0.9950697292409005
"kp=1.200,ki=0.015",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.200,ki=0.015",04150008.csv,first_static,0.09570816674746464,0.10067353488787584,0.09819085081767023,0.0035510671890444396,14.151,0.9929051779401374
"kp=1.200,ki=0.015",04150008.csv,last_static,0.027384641326114862,0.015384655321312812,0.021384648323713836,0.001847272480207939,0.960000000000008,0.994341379095503
"kp=1.200,ki=0.015",04150008.csv,dynamic,,,,,,0.5132168522619641
