I0,I1,I2,I3,I4,I5,I6,I7,I8
0.000000,0.000000,90.000000,0.453555,0.186049,0.633548,0.012265,0.037997,-0.013638
0.000000,0.000000,88.000000,-0.779906,0.530510,-0.103113,0.388579,-0.065337,-0.038888
0.000000,-1.000000,88.000000,-1.982312,1.415885,-1.489296,0.919230,-0.166070,-0.103790
0.000000,0.000000,86.000000,-2.027645,2.053896,-2.116170,1.797338,-0.169868,-0.150558
0.000000,0.000000,90.000000,-0.587725,2.595481,-1.342945,2.401461,-0.049237,-0.190259
0.000000,0.000000,93.000000,1.320826,2.567769,0.487831,2.651905,0.110653,-0.188227
0.000000,0.000000,80.000000,2.328112,1.969093,1.918448,2.275262,0.195039,-0.144342
0.000000,1.000000,84.000000,2.227340,1.377996,2.312340,1.628778,0.186597,-0.101012
0.000000,2.000000,94.000000,2.628049,1.755718,2.341349,1.439190,0.220167,-0.128701
0.000000,0.000000,87.000000,3.211072,2.589987,2.925274,2.234202,0.269010,-0.189856
0.000000,0.000000,88.000000,3.367324,2.522315,3.395793,2.706620,0.282100,-0.184895
0.000000,2.000000,88.000000,2.659552,1.630642,3.018102,2.071836,0.222806,-0.119532
-1.000000,0.000000,90.000000,2.135448,1.044272,2.342294,1.268268,0.178899,-0.076549
-1.000000,1.000000,88.000000,2.077094,0.917062,2.056805,0.926653,0.174010,-0.067224
0.000000,1.000000,85.000000,1.779656,0.145094,2.004333,0.614167,0.149092,-0.010636
0.000000,0.000000,90.000000,0.862085,-1.272060,1.321054,-0.563212,0.072222,0.093247
0.000000,0.000000,88.000000,-0.225229,-2.058231,0.271299,-1.815329,-0.018869,0.150876
0.000000,0.000000,89.000000,-0.920506,-1.437068,-0.587113,-1.770948,-0.077116,0.105343
0.000000,-1.000000,90.000000,-2.017692,-1.174208,-1.420395,-1.196914,-0.169034,0.086074
0.000000,0.000000,90.000000,-2.770876,-1.344533,-2.531165,-1.301397,-0.232132,0.098559
0.000000,-1.000000,84.000000,-2.342529,-1.241338,-2.574689,-1.290610,-0.196247,0.090995
0.000000,0.000000,88.000000,-2.388754,-2.120950,-2.357498,-1.652289,-0.200120,0.155474
0.000000,0.000000,92.000000,-2.526096,-3.162183,-2.456110,-2.684662,-0.211626,0.231800
